threshold_percent,drift_detected,MAE,RMSE,R2,MAPE,MAE_improvement_%,RMSE_improvement_%,MAPE_improvement_%
10,True,4189.247650749875,6039.549422663606,0.9948858250297262,1.8441943775716996,0.5370830821149775,1.00507811087231,0.05255929736865028
20,True,4189.247650749875,6039.549422663606,0.9948858250297262,1.8441943775716996,0.5370830821149775,1.00507811087231,0.05255929736865028
30,True,4189.247650749875,6039.549422663606,0.9948858250297262,1.8441943775716996,0.5370830821149775,1.00507811087231,0.05255929736865028
40,True,4189.247650749875,6039.549422663606,0.9948858250297262,1.8441943775716996,0.5370830821149775,1.00507811087231,0.05255929736865028
